구분,회사명,특약명,가입조건,판매채널,적용담보,할인율(%)
마일리지(후정산형)할인,한화손해보험,ECO 마일리지 특별약관 (후정산),"▶ ① 주행거리 조건 : 12,000km 초과 15,000km 이하② 고지방식 조건 : 계기판？사진？전송③ 차종 조건 : 다인승1,2종④ 보험기간 조건 : 1년(추가가입의 경우 잔여기간 3개월이상)","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",12.0
마일리지(후정산형)할인,한화손해보험,ECO 마일리지 특별약관 (후정산),"▶ ① 주행거리 조건 : 15,000km 초과 18,000km 이하② 고지방식 조건 : 계기판？사진？전송③ 차종 조건 : 다인승1,2종④ 보험기간 조건 : 1년(추가가입의 경우 잔여기간 3개월이상)","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",2.0
마일리지(후정산형)할인,롯데손해보험,후할인 주행거리 특별약관,▶ ① 연간 주행거리 3천km 이하② 사진촬영 방식③ 전 차종④ 보험기간 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,31.0
마일리지(후정산형)할인,롯데손해보험,후할인 주행거리 특별약관,▶ ① 연간 주행거리 5천km 이하② 사진촬영 방식③ 전 차종④ 보험기간 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,23.0
마일리지(후정산형)할인,롯데손해보험,후할인 주행거리 특별약관,▶ ① 연간 주행거리 7천km 이하② 사진촬영 방식③ 전 차종④ 보험기간 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,18.0
마일리지(후정산형)할인,롯데손해보험,후할인 주행거리 특별약관,▶ ① 연간 주행거리 1만km 이하② 사진촬영 방식③ 전 차종④ 보험기간 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,17.0
마일리지(후정산형)할인,롯데손해보험,후할인 주행거리 특별약관,▶ ① 연간 주행거리 1만2천km 이하② 사진촬영 방식③ 전 차종④ 보험기간 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,2.0
마일리지(후정산형)할인,롯데손해보험,후할인 주행거리 특별약관,▶ ① 연간 주행거리 1만5천km 이하② 사진촬영 방식③ 전 차종④ 보험기간 3개월 이상,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,1.0
마일리지(후정산형)할인,MG손해보험,마일리지 특별약관Ⅱ (후할인형),"▶ ① 주행거리 : 연간 2,000km 이하② 고지방식 : 차량번호판 사진 및 계기판 사진전송③ 차종 : 6인 이하 승용차④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,43.0
마일리지(후정산형)할인,MG손해보험,마일리지 특별약관Ⅱ (후할인형),"▶ ① 주행거리 : 연간 2,000km 초과 4,000km 이하② 고지방식 : 차량번호판 사진 및 계기판 사진전송③ 차종 : 6인 이하 승용차④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,39.0
마일리지(후정산형)할인,MG손해보험,마일리지 특별약관Ⅱ (후할인형),"▶ ① 주행거리 : 연간 4,000km 초과 7,000km 이하② 고지방식 : 차량번호판 사진 및 계기판 사진전송③ 차종 : 6인 이하 승용차④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,31.0
마일리지(후정산형)할인,MG손해보험,마일리지 특별약관Ⅱ (후할인형),"▶ ① 주행거리 : 연간 7,000km 초과 10,000km 이하② 고지방식 : 차량번호판 사진 및 계기판 사진전송③ 차종 : 6인 이하 승용차④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,24.0
마일리지(후정산형)할인,MG손해보험,마일리지 특별약관Ⅱ (후할인형),"▶ ① 주행거리 : 연간 10,000km 초과 12,000km 이하② 고지방식 : 차량번호판 사진 및 계기판 사진전송③ 차종 : 6인 이하 승용차④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,13.0
마일리지(후정산형)할인,MG손해보험,마일리지 특별약관Ⅱ (후할인형),"▶ ① 주행거리 : 연간 12,000km 초과 15,000km 이하② 고지방식 : 차량번호판 사진 및 계기판 사진전송③ 차종 : 6인 이하 승용차④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,12.0
마일리지(후정산형)할인,MG손해보험,마일리지 특별약관Ⅱ (후할인형),"▶ ① 주행거리 : 연간 5,000km 이하② 고지방식 : 차량번호판 사진 및 계기판 사진전송③ 차종 : 7인 이상 10인 이하 승용차④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,36.0
마일리지(후정산형)할인,MG손해보험,마일리지 특별약관Ⅱ (후할인형),"▶ ① 주행거리 : 연간 5,000km 초과 7,000km이하② 고지방식 : 차량번호판 사진 및 계기판 사진전송③ 차종 : 7인 이상 10인 이하 승용차④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,26.0
마일리지(후정산형)할인,MG손해보험,마일리지 특별약관Ⅱ (후할인형),"▶ ① 주행거리 : 연간 7,000km 초과 10,000km이하② 고지방식 : 차량번호판 사진 및 계기판 사진전송③ 차종 : 7인 이상 10인 이하 승용차④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,16.0
마일리지(후정산형)할인,MG손해보험,마일리지 특별약관Ⅱ (후할인형),"▶ ① 주행거리 : 연간 10,000km 초과 13,000km이하② 고지방식 : 차량번호판 사진 및 계기판 사진전송③ 차종 : 7인 이상 10인 이하 승용차④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,13.0
마일리지(후정산형)할인,흥국화재해상보험,주행거리 바로할인 특별약관,"▶ ① 주행거리 : 보험기간 동안 1,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,45.0
마일리지(후정산형)할인,흥국화재해상보험,주행거리 바로할인 특별약관,"▶ ① 주행거리 : 보험기간 동안 1,000km 초과 - 2,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,44.0
마일리지(후정산형)할인,흥국화재해상보험,주행거리 바로할인 특별약관,"▶ ① 주행거리 : 보험기간 동안 2,000km 초과 - 3,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,38.0
마일리지(후정산형)할인,흥국화재해상보험,주행거리 바로할인 특별약관,"▶ ① 주행거리 : 보험기간 동안 3,000km 초과 - 5,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,35.0
마일리지(후정산형)할인,흥국화재해상보험,주행거리 바로할인 특별약관,"▶ ① 주행거리 : 보험기간 동안 5,000km 초과 - 7,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,25.0
마일리지(후정산형)할인,흥국화재해상보험,주행거리 바로할인 특별약관,"▶ ① 주행거리 : 보험기간 동안 7,000km 초과 - 10,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,23.0
마일리지(후정산형)할인,흥국화재해상보험,주행거리 바로할인 특별약관,"▶ ① 주행거리 : 보험기간 동안 10,000km 초과 - 12,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,16.0
마일리지(후정산형)할인,흥국화재해상보험,주행거리 바로할인 특별약관,"▶ ① 주행거리 : 보험기간 동안 12,000km 초과 - 15,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,12.0
마일리지(후정산형)할인,흥국화재해상보험,주행거리 바로할인 특별약관,"▶ ① 주행거리 : 보험기간 동안 15,000km 초과 - 18,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,6.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 1,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",40.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 1,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",42.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 2,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",34.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 2,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",37.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 3,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",28.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 3,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",31.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 4,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",25.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 4,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",29.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 5,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",23.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 5,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",27.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 6,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",22.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 6,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",26.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 8,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",20.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 8,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",24.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 10,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",16.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 10,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",20.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 12,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전 차종(전기차 및 수소차 외)④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",5.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 12,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전기차 및 수소차④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",10.0
마일리지(후정산형)할인,삼성화재해상보험,Eco 마일리지 특별약관,"▶ ① 주행거리 조건 : 연간주행거리 15,000km 이하② 고지방식 조건 : 차량번호판 및 계기판 사진 전송③ 차종 조건 : 전차종④ 보험기간 조건 : 보험기간 1년(동일증권 추가차량은 3개월 이상)인 경우","대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험, 자차",2.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 1,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,45.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 1,000km 초과, 3,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,36.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 3,000km 초과 5,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,29.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 5,000km 초과 8,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,22.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 8,000km 초과 10,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,18.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 10,000km 초과 12,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,8.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 12,000km 초과 15,000km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,5.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 1,000km 이하② 고지방식 : 운행정보 확인장치방식③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,46.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 1,000km 초과 3,000km 이하② 고지방식 : 운행정보 확인장치방식③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,38.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 3,000km 초과 5,000km 이하② 고지방식 : 운행정보 확인장치방식③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,31.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 5,000km 초과 8,000km 이하② 고지방식 : 운행정보 확인장치방식③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,24.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 8,000km 초과 10,000km 이하② 고지방식 : 운행정보 확인장치방식③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,20.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 10,000km 초과 12,000km 이하② 고지방식 : 운행정보 확인장치방식③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,10.0
마일리지(후정산형)할인,현대해상화재보험,Eco 마일리지 특별약관,"▶ ① 주행거리 : 보험기간 동안 12,000km 초과 15,000km 이하② 고지방식 : 운행정보 확인장치방식③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,7.0
마일리지(후정산형)할인,KB손해보험,마일리지 할인 특별약관(사진전송방식),"▶ ① 운행거리가 2,000km 이하인 경우② 사진촬영 방식③ 전차종④ 보험기간이 1년인 경우",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,35.0
마일리지(후정산형)할인,KB손해보험,마일리지 할인 특별약관(사진전송방식),"▶ ① 운행거리가 2,000km 초과 4,000km 이하인 경우② 사진촬영 방식③ 전차종④ 보험기간이 1년인 경우",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,30.0
마일리지(후정산형)할인,KB손해보험,마일리지 할인 특별약관(사진전송방식),"▶ ① 운행거리가 4,000km 초과 6,000km 이하인 경우② 사진촬영 방식③ 전차종④ 보험기간이 1년인 경우",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,26.0
마일리지(후정산형)할인,KB손해보험,마일리지 할인 특별약관(사진전송방식),"▶ ① 운행거리가 6,000km 초과 8,000km 이하인 경우② 사진촬영 방식③ 전차종④ 보험기간이 1년인 경우",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,20.5
마일리지(후정산형)할인,KB손해보험,마일리지 할인 특별약관(사진전송방식),"▶ ① 운행거리가 8,000km 초과 10,000km 이하인 경우② 사진촬영 방식③ 전차종④ 보험기간이 1년인 경우",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,17.0
마일리지(후정산형)할인,KB손해보험,마일리지 할인 특별약관(사진전송방식),"▶ ① 운행거리가 10,000km 초과 12,000km 이하인 경우② 사진촬영 방식③ 전차종④ 보험기간이 1년인 경우",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,7.1
마일리지(후정산형)할인,KB손해보험,마일리지 할인 특별약관(사진전송방식),"▶ ① 운행거리가 12,000km 초과 15,000km 이하인 경우② 사진촬영 방식③ 전차종④ 보험기간이 1년인 경우",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,5.0
마일리지(후정산형)할인,KB손해보험,마일리지 할인 특별약관(운행정보확인장치방식),"▶ ① 운행거리가 2,000km 이하인 경우② 운행정보확인장치방식③ 전차종④ 보험기간이 1년인 경우",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,37.4
